country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share,region,econ_class,gdp_2015_usd,gdp_2017_ppp,gdp_constant_lcu,gdp_current_usd
Australia,2000,AUS,19017968,6.91887E+11,3.621,0.19,350.008,6.048,1.758,556.108,61.562,12.448,29.241,0.804,0.426,18.404,0.506,0.268,185.797,9.77,290.901,15.296,0.42,123.171,10581.659,21807.176,6235.02,80.648,770.155,11226.311,3339.95,32.716,68632.961,1.887,7.953,0.418,46.61,2.451,31.91,34.755,206.1,10.837,168.15,8.842,99.53,5.233,102.65,5.398,0.178,3.378,1305.259,0.502,1.373,1.801,2.018,0.669,1.011,1.257,1.187,0.715,0.631,1.619,0.914,0.81,2.29,0.985,3.834,0.999,1.561,1.704,0.007,0.01,0.019,0.002,660.97,606.86,-59.107,-16.887,East Asia & Pacific,High income,8.72634E+11,7.30947E+11,1.28362E+12,8.72634E+11
Australia,2001,AUS,19248146,7.13626E+11,3.541,0.184,357.783,7.776,2.222,467.79,-88.318,-15.881,24.303,0.656,0.356,18.588,0.501,0.272,190.082,9.875,299.607,15.565,0.42,126.711,10939.443,22274.965,6425.103,88.82,819.481,11336.317,3443.124,36.204,68338.281,1.843,8.172,0.425,49.326,2.563,33.018,34.679,110.007,5.715,177.94,9.245,109.89,5.709,103.174,5.36,0.181,3.488,1315.385,0.47,1.394,1.523,2.053,0.661,1.02,1.262,1.202,0.764,0.646,1.623,0.916,0.851,2.433,1.037,2.184,0.996,1.635,1.709,0.007,0.01,0.02,0.002,667.51,635.53,-58.177,-16.26,East Asia & Pacific,High income,8.90306E+11,7.45749E+11,1.30962E+12,8.90306E+11
Australia,2002,AUS,19475842,7.46683E+11,3.488,0.179,362.537,4.753,1.329,428.655,-39.135,-8.366,22.01,0.574,0.319,18.615,0.486,0.27,191.147,9.815,318.184,16.337,0.426,130.199,11301.979,22703.619,6616.249,96.828,870.07,11402.436,3548.576,40.057,68892.781,1.797,8.007,0.411,50.589,2.598,32.36,34.108,66.119,3.395,172.55,8.86,103.81,5.33,105.452,5.415,0.198,3.853,1341.745,0.446,1.381,1.355,1.974,0.653,1.029,1.263,1.216,0.811,0.661,1.62,0.919,0.896,2.466,1.031,1.228,1.02,1.781,1.708,0.007,0.01,0.02,0.003,664.29,630.23,-44.353,-12.234,East Asia & Pacific,High income,9.25737E+11,7.75427E+11,1.36174E+12,3.95789E+11
Australia,2003,AUS,19699004,7.73869E+11,3.584,0.182,369.442,6.905,1.905,592.411,163.755,38.202,30.073,0.766,0.435,18.754,0.477,0.271,195.386,9.919,334.779,16.995,0.433,133.783,11671.421,23296.031,6811.635,103.986,919.787,11625.404,3658.25,43.981,69082.789,1.759,7.158,0.363,49.717,2.524,27.949,29.843,222.969,11.319,134.52,6.829,65.23,3.311,109.673,5.567,0.199,3.924,1360.862,0.417,1.336,1.769,1.857,0.643,1.037,1.272,1.228,0.846,0.673,1.638,0.922,0.938,2.077,0.978,3.822,1.033,1.775,1.701,0.007,0.01,0.02,0.003,587.87,550.56,-34.663,-9.382,East Asia & Pacific,High income,9.54348E+11,7.99393E+11,1.40382E+12,4.67739E+11
Australia,2004,AUS,19925060,8.0942E+11,3.555,0.178,382.873,13.432,3.636,568.784,-23.626,-3.988,28.546,0.703,0.405,19.216,0.473,0.273,202.225,10.149,344.481,17.289,0.426,137.338,12054.295,23864.816,7013.86,110.844,972.321,11811.314,3772.008,47.924,70486.32,1.735,6.858,0.344,52.534,2.637,30.561,32.09,185.911,9.331,151.88,7.623,85.45,4.289,113.759,5.709,0.198,3.943,1404.444,0.396,1.338,1.672,1.859,0.633,1.044,1.28,1.24,0.877,0.685,1.652,0.925,0.974,2.001,0.999,3.447,1.033,1.703,1.698,0.008,0.011,0.021,0.003,639.4,608.93,-38.393,-10.028,East Asia & Pacific,High income,9.94663E+11,8.33162E+11,1.46313E+12,6.1466E+11
Australia,2005,AUS,20171732,8.40555E+11,3.664,0.182,386.205,3.332,0.87,459.382,-109.403,-19.234,22.774,0.547,0.326,19.146,0.459,0.274,200.715,9.95,343.994,17.053,0.409,141.002,12440.5,24324.199,7214.576,117.758,1026.813,11884.492,3888.508,51.844,69917.164,1.678,6.914,0.343,54.492,2.701,28.31,29.818,73.176,3.628,133.37,6.612,62.61,3.104,116.499,5.775,0.194,3.92,1410.35,0.38,1.305,1.332,1.737,0.622,1.051,1.281,1.25,0.907,0.697,1.651,0.928,1.004,1.987,1.014,1.496,1.049,1.618,1.686,0.007,0.011,0.021,0.003,601.49,571.06,-42.212,-10.93,East Asia & Pacific,High income,1.02604E+12,8.59441E+11,1.50927E+12,6.95693E+11
Australia,2006,AUS,20467032,8.68839E+11,3.888,0.19,392.436,6.231,1.613,418.867,-40.515,-8.819,20.465,0.482,0.285,19.174,0.452,0.267,204.401,9.987,356.046,17.396,0.41,144.89,12832.936,24743.064,7418.976,124.804,1082.639,11910.922,4005.899,55.727,71863.758,1.693,7.046,0.344,55.826,2.728,29.987,31.724,26.43,1.291,154.45,7.546,84.77,4.142,117.392,5.736,0.19,3.883,1470.838,0.37,1.282,1.169,1.676,0.611,1.056,1.279,1.259,0.936,0.708,1.643,0.931,1.029,2.027,1.007,0.505,1.047,1.535,1.679,0.008,0.011,0.021,0.003,649.29,613.75,-36.39,-9.273,East Asia & Pacific,High income,1.05431E+12,8.83121E+11,1.55086E+12,7.48418E+11
Australia,2007,AUS,20830832,9.13876E+11,3.972,0.191,399.676,7.24,1.845,478.73,59.863,14.292,22.982,0.524,0.318,19.187,0.437,0.265,203.559,9.772,367.325,17.634,0.402,148.862,13232.612,25221.793,7622.535,132.309,1143.703,11989.975,4125.364,59.84,72304.695,1.648,7.504,0.36,61.064,2.931,29.657,31.184,79.054,3.795,150.36,7.218,77.99,3.744,119.464,5.735,0.197,4.113,1506.167,0.352,1.269,1.328,1.592,0.599,1.062,1.279,1.266,0.968,0.721,1.643,0.935,1.054,2.186,1.066,1.735,1.062,1.584,1.673,0.008,0.011,0.021,0.003,649.59,617.77,-32.352,-8.094,East Asia & Pacific,High income,1.09409E+12,9.16445E+11,1.60938E+12,8.55007E+11
Australia,2008,AUS,21247876,9.42109E+11,3.863,0.182,404.256,4.579,1.146,669.525,190.795,39.854,31.51,0.711,0.437,19.026,0.429,0.264,204.688,9.633,362.791,17.074,0.385,152.724,13636.868,25891.32,7827.223,139.791,1205.507,12255.244,4247.652,63.971,72089.344,1.626,7.483,0.352,61.803,2.909,27.782,29.202,265.269,12.484,133.42,6.279,61.66,2.902,122.288,5.755,0.194,4.131,1531.745,0.338,1.262,1.82,1.55,0.588,1.067,1.289,1.272,0.998,0.733,1.669,0.939,1.078,2.235,1.049,5.595,1.091,1.589,1.667,0.008,0.011,0.022,0.003,620.49,590.31,-41.465,-10.257,East Asia & Pacific,High income,1.13333E+12,9.49311E+11,1.6671E+12,1.05611E+12
Australia,2009,AUS,21660898,9.64938E+11,3.829,0.177,407.477,3.221,0.797,513.325,-156.199,-23.33,23.698,0.532,0.34,18.812,0.422,0.27,206.066,9.513,394.426,18.209,0.409,156.553,14044.346,26404.645,8033.289,147.757,1268.989,12361.093,4370.016,67.74,69689.844,1.564,7.966,0.368,63.482,2.931,27.936,29.465,105.848,4.887,138.83,6.409,66.92,3.089,122.364,5.649,0.174,3.769,1509.545,0.326,1.294,1.398,1.581,0.576,1.072,1.291,1.279,1.031,0.745,1.671,0.943,1.096,2.411,1.104,2.021,1.116,1.545,1.659,0.008,0.012,0.022,0.003,638.23,605.11,-13.051,-3.203,East Asia & Pacific,High income,1.15478E+12,9.67277E+11,1.69865E+12,9.28762E+11
Australia,2010,AUS,22019166,9.94068E+11,3.549,0.161,405.512,-1.965,-0.482,930.031,416.706,81.178,42.237,0.936,0.616,18.416,0.408,0.269,200.552,9.108,394.982,17.938,0.397,160.102,14449.857,27334.676,8233.841,155.947,1333.621,12885.611,4494.566,71.779,68523.875,1.518,8.19,0.372,64.632,2.935,26.771,28.145,524.519,23.821,129.67,5.889,54.45,2.473,124.551,5.656,0.183,4.039,1508.839,0.283,1.218,2.417,1.439,0.563,1.076,1.312,1.282,1.062,0.756,1.73,0.947,1.117,2.399,1.044,10.131,1.099,1.641,1.652,0.008,0.012,0.022,0.003,619.73,589.47,-10.53,-2.597,East Asia & Pacific,High income,1.18049E+12,9.88814E+11,1.73647E+12,1.14889E+12
Australia,2011,AUS,22357032,1026035417088.000,3.496,0.156,404.257,-1.255,-0.31,672.947,-257.085,-27.643,30.1,0.656,0.432,18.082,0.394,0.259,192.141,8.594,394.039,17.625,0.384,163.598,14854.114,28007.623,8425.981,163.821,1400.489,13154.302,4624.368,75.856,69714.188,1.519,7.874,0.352,66.868,2.991,30.863,29.609,268.69,12.018,178.12,7.967,107.79,4.821,129.801,5.806,0.182,4.077,1558.602,0.259,1.174,1.697,1.304,0.549,1.078,1.319,1.283,1.089,0.766,1.754,0.951,1.132,2.19,1.049,5.149,1.144,1.482,1.651,0.008,0.012,0.023,0.003,661.98,690,-10.218,-2.528,East Asia & Pacific,High income,1.20892E+12,1.01263E+12,1.7783E+12,1.3987E+12
Australia,2012,AUS,22729272,1064162361344.000,3.518,0.155,406.58,2.323,0.575,565.165,-107.782,-16.016,24.865,0.531,0.368,17.888,0.382,0.265,189.154,8.322,401.7,17.673,0.377,167.116,15260.694,28572.787,8615.137,172.108,1468.58,13312.887,4758.049,79.705,67583.031,1.443,8.287,0.365,68.09,2.996,30.375,29.169,158.585,6.977,177.6,7.814,107.45,4.727,133.681,5.881,0.169,3.848,1536.113,0.254,1.164,1.403,1.27,0.536,1.08,1.321,1.282,1.117,0.776,1.763,0.956,1.142,2.196,1.047,2.967,1.163,1.391,1.647,0.008,0.012,0.023,0.003,662.98,690.4,-4.879,-1.2,East Asia & Pacific,High income,1.25629E+12,1.05231E+12,1.84798E+12,1.54765E+12
Australia,2013,AUS,23111788,1087110184960.000,3.294,0.143,399.288,-7.292,-1.793,556.81,-8.355,-1.478,24.092,0.512,0.358,17.276,0.367,0.257,176.363,7.631,380.626,16.469,0.35,170.41,15659.981,29129.598,8791.5,180.955,1538.45,13470.408,4895.36,83.307,67307.039,1.431,8.846,0.383,69.87,3.023,26.146,25.01,157.522,6.816,142.24,6.154,64.52,2.792,137.311,5.941,0.156,3.602,1555.586,0.228,1.133,1.389,1.177,0.523,1.082,1.322,1.28,1.145,0.785,1.772,0.961,1.145,2.295,1.069,3.242,1.185,1.223,1.635,0.008,0.013,0.023,0.003,578.02,604.29,-18.662,-4.674,East Asia & Pacific,High income,1.28904E+12,1.07974E+12,1.89614E+12,1.5773E+12
Australia,2014,AUS,23469578,1117472423936.000,3.138,0.134,393.049,-6.239,-1.562,475.239,-81.57,-14.65,20.249,0.425,0.303,16.747,0.352,0.251,168.146,7.164,380.008,16.192,0.34,173.548,16053.032,29604.836,8959.646,190.227,1609.222,13552.598,5033.044,87.344,66744.195,1.402,9.273,0.395,70.772,3.015,26.478,25.331,82.19,3.502,155.18,6.612,76.54,3.261,137.684,5.866,0.172,4.037,1566.458,0.209,1.108,1.168,1.121,0.509,1.082,1.319,1.277,1.175,0.794,1.771,0.966,1.152,2.396,1.065,1.576,1.185,1.322,1.624,0.008,0.013,0.023,0.003,594.51,621.42,-13.041,-3.318,East Asia & Pacific,High income,1.32265E+12,1.10789E+12,1.94558E+12,1.4686E+12
Australia,2015,AUS,23820240,1145386827776.000,3.076,0.129,401.378,8.329,2.119,437.515,-37.724,-7.938,18.367,0.382,0.273,16.85,0.35,0.251,174.205,7.313,381.73,16.025,0.333,176.624,16454.41,30042.352,9133.851,201.055,1680.722,13588.735,5170.755,91.402,67234.93,1.398,10.828,0.455,71.501,3.002,26.116,24.951,36.137,1.517,151.88,6.376,72.58,3.047,137.711,5.781,0.17,4.058,1601.552,0.213,1.132,1.065,1.188,0.497,1.084,1.315,1.275,1.213,0.803,1.762,0.971,1.16,2.818,1.054,0.642,1.159,1.336,1.613,0.008,0.013,0.024,0.003,594.35,622.09,-19.648,-4.895,East Asia & Pacific,High income,1.35177E+12,1.13229E+12,1.98842E+12,1.35177E+12
Australia,2016,AUS,24195706,1176481300480.000,2.931,0.121,410.254,8.875,2.211,500.961,63.446,14.501,20.705,0.426,0.312,16.956,0.349,0.255,179.562,7.421,371.361,15.348,0.316,179.555,16864.664,30543.312,9313.412,213.495,1754.658,13679.443,5308.195,95.348,66407.094,1.366,12.44,0.514,73.936,3.056,24.824,25.002,90.708,3.749,135.53,5.601,58.32,2.41,137.44,5.68,0.163,3.946,1606.766,0.198,1.157,1.251,1.253,0.485,1.085,1.314,1.274,1.26,0.811,1.764,0.974,1.165,3.324,1.061,1.972,1.145,1.313,1.602,0.008,0.013,0.024,0.003,604.94,600.64,-38.893,-9.48,East Asia & Pacific,High income,1.38934E+12,1.16375E+12,2.04368E+12,1.20758E+12
Australia,2017,AUS,24590336,1205343092736.000,3.019,0.123,413.655,3.402,0.829,458.144,-42.817,-8.547,18.631,0.38,0.286,16.822,0.343,0.258,176.932,7.195,377.181,15.339,0.313,182.574,17278.318,31001.457,9490.345,228.357,1830.089,13723.932,5447.676,99.278,65146.316,1.329,14.861,0.604,75.431,3.068,26.332,26.481,44.489,1.809,158.05,6.427,80.09,3.257,139.481,5.672,0.16,3.93,1601.97,0.201,1.148,1.129,1.221,0.474,1.087,1.31,1.273,1.317,0.819,1.759,0.978,1.17,3.835,1.059,0.975,1.141,1.298,1.593,0.008,0.013,0.024,0.003,651.17,647.52,-36.475,-8.818,East Asia & Pacific,High income,1.42155E+12,1.19074E+12,2.09107E+12,1.32688E+12
Australia,2018,AUS,24979228,1238559621120.000,2.942,0.118,415.351,1.695,0.41,438.926,-19.218,-4.195,17.572,0.354,0.27,16.628,0.335,0.256,169.394,6.781,364.888,14.608,0.295,185.516,17693.67,31440.383,9659.739,245.282,1908.558,13747.507,5591.367,103.208,65072.668,1.312,16.926,0.678,78.468,3.141,25.713,25.886,23.575,0.944,157.3,6.297,77.81,3.115,143.691,5.752,0.157,3.93,1625.465,0.188,1.13,1.069,1.15,0.463,1.088,1.306,1.271,1.383,0.826,1.752,0.982,1.174,4.156,1.047,0.55,1.171,1.296,1.583,0.008,0.014,0.024,0.003,646.62,642.28,-50.462,-12.149,East Asia & Pacific,High income,1.46287E+12,1.22534E+12,2.15184E+12,1.42973E+12
Australia,2019,AUS,25357168,,3.04,0.12,415.811,0.461,0.111,425.544,-13.382,-3.049,16.782,,0.253,16.398,,0.247,164.947,6.505,362.199,14.284,,188.555,18109.48,31865.928,9824.687,265.482,1989.219,13757.24,5734.432,107.107,66263.539,,20.199,0.797,80.661,3.181,24.198,25.093,9.733,0.384,153.87,6.068,72.2,2.847,143.064,5.642,0.154,3.899,1680.256,0.188,1.123,1.022,1.123,0.452,1.088,1.302,1.268,1.461,0.834,1.743,0.986,1.178,4.639,1.058,0.212,1.156,1.278,1.568,0.008,0.014,0.024,0.003,636.3,613.6,-53.612,-12.893,East Asia & Pacific,High income,1.49477E+12,1.25207E+12,2.19878E+12,1.39467E+12
Australia,2020,AUS,25670052,,2.82,0.11,396.685,-19.126,-4.6,400.012,-25.532,-6,15.583,,0.252,15.453,,0.25,156.681,6.104,353.474,13.77,,191.375,18506.166,32265.939,9981.367,280.033,2072.698,13760.567,5869.811,110.88,61826.211,,14.552,0.567,83.48,3.252,22.279,22.806,3.327,0.13,136.75,5.327,55.06,2.145,135.38,5.274,0.147,3.773,1587.082,0.173,1.133,1.018,1.101,0.442,1.089,1.297,1.265,1.508,0.842,1.734,0.991,1.181,3.651,1.105,0.077,1.242,1.279,1.552,0.008,0.014,0.025,0.003,585.42,571.9,-43.212,-10.893,East Asia & Pacific,High income,1.48977E+12,1.24788E+12,2.19142E+12,1.33038E+12
Australia,2021,AUS,25921094,,2.9,0.112,386.607,-10.078,-2.541,380.45,-19.562,-4.89,14.677,,0.239,14.915,,0.243,151.543,5.846,338.309,13.051,,194.276,18892.773,32646.391,10132.91,293.313,2152.858,13754.411,6004.499,114.918,61439.91,,13.28,0.512,80.159,3.092,,,-6.156,-0.238,,,,,134.687,5.196,0.156,4.037,1592.59,0.171,1.05,0.925,1.011,0.431,1.088,1.291,1.26,1.546,0.847,1.724,0.994,1.186,3.292,1.012,-0.142,1.17,1.34,1.535,0.008,0.014,0.025,0.003,,,-48.298,-12.493,East Asia & Pacific,High income,1.52123E+12,1.27423E+12,2.2377E+12,1.55903E+12
Australia,2022,AUS,26177410,,2.9,0.111,392.279,5.672,1.467,376.878,-3.573,-0.939,14.397,,0.227,14.985,,0.236,144.105,5.505,,,,197.176,19285.053,33023.266,10277.016,306.594,2236.357,13739.009,6148.955,118.955,63458.84,,13.28,0.507,83.499,3.19,,,-15.402,-0.588,,,,,144.457,5.518,0.154,4.037,1661.188,0.181,1.056,0.909,0.947,0.423,1.088,1.285,1.255,1.582,0.854,1.713,0.998,1.191,3.341,1.078,-0.357,1.216,1.34,,,,,,,,,,East Asia & Pacific,High income,1.58617E+12,1.32863E+12,2.33322E+12,1.69296E+12
Austria,2000,AUT,8010425,2.8041E+11,1.712,0.214,66.172,0.5,0.762,64.419,-0.741,-1.137,8.042,0.23,0.165,8.261,0.236,0.169,15.751,1.966,92.074,11.494,0.328,102.269,4098.528,4310.323,2426.23,1.37,381.268,240.118,1175.682,11.708,48863.281,1.396,0.165,0.021,15.264,1.906,9.823,8.164,-1.753,-0.219,9.28,1.158,4.69,0.585,32.161,4.015,0.14,1.119,391.416,0.237,0.259,0.209,0.171,0.555,0.392,0.248,0.462,0.012,0.312,0.035,0.322,0.29,0.047,0.323,-0.033,0.313,0.517,0.213,0.001,0.002,0.002,0,65.4,78.69,25.902,39.144,Europe & Central Asia,High income,3.11192E+11,3.72296E+11,2.80477E+11,3.11192E+11
Austria,2001,AUT,8039633,2.85336E+11,1.72,0.214,70.171,4,6.044,68.151,3.732,5.793,8.477,0.239,0.168,8.728,0.246,0.173,16.562,2.06,96.592,12.014,0.339,103.989,4168.699,4378.474,2442.792,1.553,397.424,238.097,1210.091,12.849,50421.105,1.421,0.183,0.023,16.156,2.01,10.324,9.58,-2.021,-0.251,9.17,1.141,4.54,0.565,34.409,4.28,0.142,1.141,405.367,0.228,0.273,0.222,0.179,0.543,0.389,0.248,0.457,0.013,0.314,0.034,0.322,0.302,0.054,0.34,-0.04,0.332,0.535,0.212,0.001,0.002,0.002,0,77.02,83,26.42,37.651,Europe & Central Asia,High income,3.15136E+11,3.77014E+11,2.84031E+11,3.15136E+11
Austria,2002,AUT,8078994,2.91225E+11,1.736,0.215,71.975,1.804,2.57,69.882,1.732,2.541,8.65,0.24,0.172,8.909,0.247,0.177,16.736,2.072,95.148,11.777,0.327,105.725,4240.674,4448.356,2459.528,1.72,413.494,236.005,1246.148,14.06,50254.641,1.394,0.167,0.021,16.07,1.989,10.459,9.719,-2.093,-0.259,9.05,1.12,4.63,0.573,36.056,4.463,0.15,1.21,406.007,0.222,0.274,0.221,0.173,0.53,0.386,0.247,0.452,0.014,0.314,0.034,0.323,0.315,0.052,0.328,-0.039,0.349,0.56,0.211,0.001,0.002,0.002,0,78.52,84.5,23.173,32.196,Europe & Central Asia,High income,3.2034E+11,3.83241E+11,2.88722E+11,2.14395E+11
Austria,2003,AUT,8120105,2.94604E+11,1.754,0.216,77.402,5.427,7.54,76.514,6.631,9.489,9.423,0.26,0.187,9.532,0.263,0.189,17.941,2.209,100.982,12.436,0.343,107.479,4318.076,4524.87,2477.469,1.904,430.761,235.116,1285.229,15.233,50523.203,1.393,0.184,0.023,17.267,2.126,11.013,10.277,-0.888,-0.109,8.9,1.096,4.46,0.549,39.081,4.813,0.145,1.173,410.254,0.204,0.28,0.229,0.17,0.517,0.384,0.247,0.447,0.015,0.315,0.033,0.324,0.325,0.053,0.34,-0.015,0.368,0.531,0.21,0.001,0.002,0.002,0,83.45,89.43,23.58,30.464,Europe & Central Asia,High income,3.23356E+11,3.86849E+11,2.9144E+11,2.62274E+11
Austria,2004,AUT,8171215,3.03786E+11,1.79,0.219,77.699,0.297,0.384,76.275,-0.238,-0.311,9.335,0.251,0.183,9.509,0.256,0.186,17.766,2.174,104.716,12.815,0.345,109.269,4395.775,4601.145,2495.235,2.069,448.424,233.692,1324.329,16.449,51139.312,1.376,0.165,0.02,17.662,2.162,11.053,10.322,-1.424,-0.174,8.81,1.078,3.98,0.487,39.1,4.785,0.149,1.216,417.87,0.199,0.271,0.224,0.163,0.503,0.381,0.247,0.441,0.016,0.316,0.033,0.325,0.334,0.048,0.336,-0.026,0.355,0.525,0.208,0.001,0.002,0.003,0,84.34,90.32,27.017,34.771,Europe & Central Asia,High income,3.322E+11,3.97429E+11,2.99411E+11,3.01458E+11
Austria,2005,AUT,8227034,3.11538E+11,1.797,0.218,79.097,1.398,1.799,77.37,1.095,1.435,9.404,0.248,0.182,9.614,0.254,0.186,17.862,2.171,106.772,12.978,0.343,111.067,4474.872,4678.515,2513.097,2.229,467.125,231.965,1363.723,17.631,51714.719,1.366,0.16,0.019,18.701,2.273,10.983,10.258,-1.727,-0.21,8.63,1.049,3.97,0.483,39.394,4.788,0.144,1.183,425.459,0.186,0.267,0.224,0.155,0.49,0.378,0.246,0.435,0.017,0.317,0.032,0.326,0.341,0.046,0.348,-0.035,0.355,0.488,0.207,0.001,0.002,0.003,0,84.39,90.36,27.675,34.988,Europe & Central Asia,High income,3.39655E+11,4.06348E+11,3.0613E+11,3.16092E+11
Austria,2006,AUT,8267771,3.23264E+11,1.954,0.236,76.817,-2.28,-2.883,75.667,-1.703,-2.201,9.152,0.234,0.18,9.291,0.238,0.182,17.867,2.161,110.066,13.313,0.34,113.021,4551.69,4754.182,2530.964,2.41,484.623,230.814,1401.856,18.815,50921.684,1.302,0.18,0.022,17.498,2.116,10.662,9.94,-1.151,-0.139,8.49,1.027,4.01,0.485,38.134,4.612,0.143,1.184,421.009,0.186,0.251,0.211,0.146,0.476,0.375,0.246,0.43,0.018,0.317,0.032,0.326,0.347,0.052,0.316,-0.022,0.34,0.468,0.206,0.001,0.002,0.003,0,82.18,88.15,33.249,43.283,Europe & Central Asia,High income,3.51387E+11,4.20383E+11,3.16704E+11,3.3628E+11
Austria,2007,AUT,8294720,3.36316E+11,2.131,0.257,74.118,-2.7,-3.514,73.537,-2.13,-2.815,8.865,0.219,0.178,8.936,0.22,0.18,17.456,2.104,105.581,12.729,0.314,115.152,4625.808,4827.718,2548.42,2.595,501.119,230.233,1438.48,20.042,49669.195,1.225,0.185,0.022,16.496,1.989,10.272,9.552,-0.581,-0.07,8.33,1.004,4.01,0.483,36.624,4.415,0.148,1.226,411.992,0.189,0.235,0.204,0.136,0.463,0.371,0.245,0.423,0.019,0.316,0.032,0.326,0.353,0.054,0.288,-0.013,0.326,0.472,0.204,0.001,0.002,0.003,0,79.23,85.2,31.463,42.45,Europe & Central Asia,High income,3.64485E+11,4.36053E+11,3.28509E+11,3.89186E+11
Austria,2008,AUT,8321134,3.42891E+11,2.133,0.256,73.495,-0.622,-0.84,73.125,-0.412,-0.56,8.788,0.213,0.174,8.832,0.214,0.175,17.028,2.046,103.708,12.463,0.302,117.285,4699.303,4900.842,2565.448,2.757,518.555,229.862,1473.961,21.297,50475.008,1.225,0.162,0.02,17.436,2.095,10.209,9.491,-0.371,-0.045,8.25,0.991,4.33,0.52,35.481,4.264,0.151,1.255,420.009,0.187,0.229,0.199,0.129,0.451,0.368,0.244,0.417,0.02,0.315,0.031,0.326,0.359,0.048,0.296,-0.008,0.317,0.483,0.203,0.001,0.002,0.003,0,78.98,84.95,30.213,41.108,Europe & Central Asia,High income,3.69808E+11,4.42421E+11,3.33306E+11,4.32052E+11
Austria,2009,AUT,8342939,3.31192E+11,1.799,0.216,67.315,-6.18,-8.409,66.338,-6.786,-9.28,7.951,0.2,0.163,8.069,0.203,0.165,12.832,1.538,95.295,11.422,0.288,119.083,4766.619,4967.181,2578.281,2.962,535.591,228.885,1508.376,22.326,48765.184,1.228,0.205,0.025,17.036,2.042,9.322,8.605,-0.977,-0.117,8.07,0.967,3.83,0.459,34.415,4.125,0.123,1.029,406.845,0.153,0.214,0.181,0.098,0.438,0.364,0.243,0.41,0.021,0.314,0.031,0.325,0.361,0.062,0.296,-0.019,0.314,0.421,0.201,0.001,0.002,0.003,0,71.79,77.77,27.98,41.566,Europe & Central Asia,High income,3.55886E+11,4.25766E+11,3.20759E+11,4.01759E+11
Austria,2010,AUT,8362829,3.38927E+11,1.622,0.194,72.017,4.702,6.985,70.79,4.451,6.71,8.465,0.209,0.168,8.612,0.212,0.171,15.499,1.853,101.209,12.102,0.299,120.705,4838.636,5037.97,2593.78,3.145,554.369,227.658,1543.172,23.465,50240.961,1.24,0.184,0.022,18.778,2.245,9.991,9.277,-1.228,-0.147,8.11,0.97,3.82,0.457,34.796,4.161,0.136,1.139,420.157,0.129,0.216,0.184,0.111,0.425,0.36,0.242,0.404,0.021,0.314,0.031,0.325,0.365,0.054,0.303,-0.024,0.307,0.463,0.2,0.001,0.002,0.003,0,77.58,83.55,29.192,40.535,Europe & Central Asia,High income,3.62424E+11,4.33588E+11,3.26651E+11,3.92275E+11
Austria,2011,AUT,8391201,3.49843E+11,1.666,0.199,69.909,-2.108,-2.927,68.801,-1.989,-2.809,8.199,0.197,0.174,8.331,0.2,0.177,15.818,1.885,103.159,12.294,0.295,122.371,4908.545,5106.771,2609.597,3.325,572.099,226.549,1576.456,24.698,47200.484,1.132,0.18,0.021,17.73,2.113,9.741,8.921,-1.108,-0.132,7.92,0.944,3.98,0.474,33.283,3.966,0.147,1.233,396.069,0.123,0.203,0.174,0.107,0.411,0.356,0.241,0.397,0.022,0.313,0.03,0.324,0.369,0.05,0.278,-0.021,0.293,0.448,0.198,0.001,0.002,0.003,0,74.86,81.74,33.25,47.562,Europe & Central Asia,High income,3.73017E+11,4.4626E+11,3.36199E+11,4.31685E+11
